,Edition,Year,Points type,From,To,Points
1327,turin-2022,2022,Points given by the jury,cyprus,estonia,7
1328,turin-2022,2022,Points given by the jury,czech republic,estonia,7
1329,turin-2022,2022,Points given by the jury,finland,estonia,4
1330,turin-2022,2022,Points given by the jury,georgia,estonia,7
1331,turin-2022,2022,Points given by the jury,germany,estonia,4
1332,turin-2022,2022,Points given by the jury,ireland,estonia,8
1333,turin-2022,2022,Points given by the jury,israel,estonia,3
1334,turin-2022,2022,Points given by the jury,malta,estonia,8
1335,turin-2022,2022,Points given by the jury,montenegro,estonia,6
1336,turin-2022,2022,Points given by the jury,north macedonia,estonia,2
1337,turin-2022,2022,Points given by the jury,poland,estonia,7
1338,turin-2022,2022,Points given by the jury,romania,estonia,7
1339,turin-2022,2022,Points given by the jury,san marino,estonia,7
1340,turin-2022,2022,Points given by the jury,serbia,estonia,10
1341,turin-2022,2022,Points given by the jury,sweden,estonia,10
1342,turin-2022,2022,Points given by the jury,united kingdom,estonia,4
1343,turin-2022,2022,Points given by televoters,australia,estonia,3
1344,turin-2022,2022,Points given by televoters,belgium,estonia,7
1345,turin-2022,2022,Points given by televoters,cyprus,estonia,3
1346,turin-2022,2022,Points given by televoters,czech republic,estonia,8
1347,turin-2022,2022,Points given by televoters,finland,estonia,12
1348,turin-2022,2022,Points given by televoters,georgia,estonia,7
1349,turin-2022,2022,Points given by televoters,germany,estonia,4
1350,turin-2022,2022,Points given by televoters,ireland,estonia,6
1351,turin-2022,2022,Points given by televoters,israel,estonia,4
1352,turin-2022,2022,Points given by televoters,montenegro,estonia,7
1353,turin-2022,2022,Points given by televoters,north macedonia,estonia,1
1354,turin-2022,2022,Points given by televoters,poland,estonia,10
1355,turin-2022,2022,Points given by televoters,romania,estonia,8
1356,turin-2022,2022,Points given by televoters,serbia,estonia,4
1357,turin-2022,2022,Points given by televoters,spain,estonia,2
1358,turin-2022,2022,Points given by televoters,sweden,estonia,8
1359,turin-2022,2022,Points given by televoters,united kingdom,estonia,2
1360,turin-2022,2022,Points given by the jury,azerbaijan,poland,8
1361,turin-2022,2022,Points given by the jury,belgium,poland,6
1362,turin-2022,2022,Points given by the jury,cyprus,poland,8
1363,turin-2022,2022,Points given by the jury,czech republic,poland,3
1364,turin-2022,2022,Points given by the jury,finland,poland,1
1365,turin-2022,2022,Points given by the jury,georgia,poland,8
1366,turin-2022,2022,Points given by the jury,israel,poland,8
1367,turin-2022,2022,Points given by the jury,malta,poland,6
1368,turin-2022,2022,Points given by the jury,montenegro,poland,3
1369,turin-2022,2022,Points given by the jury,north macedonia,poland,8
1370,turin-2022,2022,Points given by the jury,san marino,poland,8
1371,turin-2022,2022,Points given by the jury,serbia,poland,3
1372,turin-2022,2022,Points given by the jury,spain,poland,7
1373,turin-2022,2022,Points given by the jury,sweden,poland,1
1374,turin-2022,2022,Points given by the jury,united kingdom,poland,6
1375,turin-2022,2022,Points given by televoters,australia,poland,6
1376,turin-2022,2022,Points given by televoters,azerbaijan,poland,1
1377,turin-2022,2022,Points given by televoters,belgium,poland,12
1378,turin-2022,2022,Points given by televoters,cyprus,poland,8
1379,turin-2022,2022,Points given by televoters,czech republic,poland,7
1380,turin-2022,2022,Points given by televoters,estonia,poland,6
1381,turin-2022,2022,Points given by televoters,finland,poland,5
1382,turin-2022,2022,Points given by televoters,georgia,poland,3
1383,turin-2022,2022,Points given by televoters,germany,poland,12
1384,turin-2022,2022,Points given by televoters,ireland,poland,12
1385,turin-2022,2022,Points given by televoters,israel,poland,7
1386,turin-2022,2022,Points given by televoters,malta,poland,4
1387,turin-2022,2022,Points given by televoters,montenegro,poland,2
1388,turin-2022,2022,Points given by televoters,north macedonia,poland,2
1389,turin-2022,2022,Points given by televoters,romania,poland,1
1390,turin-2022,2022,Points given by televoters,san marino,poland,5
1391,turin-2022,2022,Points given by televoters,spain,poland,4
1392,turin-2022,2022,Points given by televoters,sweden,poland,7
1393,turin-2022,2022,Points given by televoters,united kingdom,poland,10
1394,turin-2022,2022,Points given by the jury,azerbaijan,finland,4
1395,turin-2022,2022,Points given by the jury,belgium,finland,5
1396,turin-2022,2022,Points given by the jury,cyprus,finland,2
1397,turin-2022,2022,Points given by the jury,czech republic,finland,2
1398,turin-2022,2022,Points given by the jury,estonia,finland,8
1399,turin-2022,2022,Points given by the jury,georgia,finland,3
1400,turin-2022,2022,Points given by the jury,germany,finland,1
1401,turin-2022,2022,Points given by the jury,israel,finland,5
1402,turin-2022,2022,Points given by the jury,malta,finland,3
1403,turin-2022,2022,Points given by the jury,montenegro,finland,4
1404,turin-2022,2022,Points given by the jury,north macedonia,finland,4
1405,turin-2022,2022,Points given by the jury,poland,finland,4
1406,turin-2022,2022,Points given by the jury,romania,finland,4
1407,turin-2022,2022,Points given by the jury,san marino,finland,3
1408,turin-2022,2022,Points given by the jury,serbia,finland,5
1409,turin-2022,2022,Points given by the jury,spain,finland,2
1410,turin-2022,2022,Points given by the jury,sweden,finland,4
1411,turin-2022,2022,Points given by televoters,australia,finland,2
1412,turin-2022,2022,Points given by televoters,azerbaijan,finland,5
1413,turin-2022,2022,Points given by televoters,belgium,finland,4
1414,turin-2022,2022,Points given by televoters,cyprus,finland,2
1415,turin-2022,2022,Points given by televoters,czech republic,finland,10
1416,turin-2022,2022,Points given by televoters,estonia,finland,12
1417,turin-2022,2022,Points given by televoters,georgia,finland,6
1418,turin-2022,2022,Points given by televoters,germany,finland,7
1419,turin-2022,2022,Points given by televoters,ireland,finland,1
1420,turin-2022,2022,Points given by televoters,malta,finland,6
1421,turin-2022,2022,Points given by televoters,north macedonia,finland,8
1422,turin-2022,2022,Points given by televoters,poland,finland,6
1423,turin-2022,2022,Points given by televoters,romania,finland,4
1424,turin-2022,2022,Points given by televoters,san marino,finland,3
1425,turin-2022,2022,Points given by televoters,serbia,finland,1
1426,turin-2022,2022,Points given by televoters,spain,finland,6
1427,turin-2022,2022,Points given by televoters,sweden,finland,12
1428,turin-2022,2022,Points given by televoters,united kingdom,finland,4
1429,turin-2022,2022,Points given by the jury,australia,belgium,8
1430,turin-2022,2022,Points given by the jury,azerbaijan,belgium,5
1431,turin-2022,2022,Points given by the jury,cyprus,belgium,3
1432,turin-2022,2022,Points given by the jury,czech republic,belgium,6
1433,turin-2022,2022,Points given by the jury,estonia,belgium,5
1434,turin-2022,2022,Points given by the jury,georgia,belgium,5
1435,turin-2022,2022,Points given by the jury,germany,belgium,5
1436,turin-2022,2022,Points given by the jury,ireland,belgium,2
1437,turin-2022,2022,Points given by the jury,israel,belgium,7
1438,turin-2022,2022,Points given by the jury,montenegro,belgium,8
1439,turin-2022,2022,Points given by the jury,north macedonia,belgium,10
1440,turin-2022,2022,Points given by the jury,poland,belgium,6
1441,turin-2022,2022,Points given by the jury,romania,belgium,6
1442,turin-2022,2022,Points given by the jury,san marino,belgium,5
1443,turin-2022,2022,Points given by the jury,serbia,belgium,6
1444,turin-2022,2022,Points given by the jury,spain,belgium,8
1445,turin-2022,2022,Points given by the jury,sweden,belgium,8
1446,turin-2022,2022,Points given by the jury,united kingdom,belgium,2
1447,turin-2022,2022,Points given by televoters,azerbaijan,belgium,4
1448,turin-2022,2022,Points given by televoters,cyprus,belgium,6
1449,turin-2022,2022,Points given by televoters,estonia,belgium,7
1450,turin-2022,2022,Points given by televoters,finland,belgium,1
1451,turin-2022,2022,Points given by televoters,germany,belgium,1
1452,turin-2022,2022,Points given by televoters,ireland,belgium,2
1453,turin-2022,2022,Points given by televoters,israel,belgium,1
1454,turin-2022,2022,Points given by televoters,montenegro,belgium,5
1455,turin-2022,2022,Points given by televoters,north macedonia,belgium,4
1456,turin-2022,2022,Points given by televoters,poland,belgium,1
1457,turin-2022,2022,Points given by televoters,romania,belgium,5
1458,turin-2022,2022,Points given by televoters,san marino,belgium,1
1459,turin-2022,2022,Points given by televoters,serbia,belgium,3
1460,turin-2022,2022,Points given by televoters,sweden,belgium,5
1461,turin-2022,2022,Points given by the jury,estonia,romania,2
1462,turin-2022,2022,Points given by the jury,germany,romania,8
1463,turin-2022,2022,Points given by the jury,israel,romania,4
1464,turin-2022,2022,Points given by the jury,spain,romania,4
1465,turin-2022,2022,Points given by televoters,australia,romania,4
1466,turin-2022,2022,Points given by televoters,azerbaijan,romania,6
1467,turin-2022,2022,Points given by televoters,belgium,romania,8
1468,turin-2022,2022,Points given by televoters,cyprus,romania,10
1469,turin-2022,2022,Points given by televoters,czech republic,romania,4
1470,turin-2022,2022,Points given by televoters,estonia,romania,2
1471,turin-2022,2022,Points given by televoters,finland,romania,3
1472,turin-2022,2022,Points given by televoters,georgia,romania,5
1473,turin-2022,2022,Points given by televoters,germany,romania,5
1474,turin-2022,2022,Points given by televoters,ireland,romania,5
1475,turin-2022,2022,Points given by televoters,israel,romania,2
1476,turin-2022,2022,Points given by televoters,malta,romania,5
1477,turin-2022,2022,Points given by televoters,poland,romania,5
1478,turin-2022,2022,Points given by televoters,san marino,romania,8
1479,turin-2022,2022,Points given by televoters,serbia,romania,6
1480,turin-2022,2022,Points given by televoters,spain,romania,12
1481,turin-2022,2022,Points given by televoters,sweden,romania,3
1482,turin-2022,2022,Points given by televoters,united kingdom,romania,7
1483,turin-2022,2022,Points given by the jury,australia,azerbaijan,3
1484,turin-2022,2022,Points given by the jury,belgium,azerbaijan,3
1485,turin-2022,2022,Points given by the jury,cyprus,azerbaijan,6
1486,turin-2022,2022,Points given by the jury,czech republic,azerbaijan,4
1487,turin-2022,2022,Points given by the jury,estonia,azerbaijan,6
1488,turin-2022,2022,Points given by the jury,finland,azerbaijan,7
1489,turin-2022,2022,Points given by the jury,georgia,azerbaijan,4
1490,turin-2022,2022,Points given by the jury,germany,azerbaijan,10
1491,turin-2022,2022,Points given by the jury,malta,azerbaijan,4
1492,turin-2022,2022,Points given by the jury,montenegro,azerbaijan,5
1493,turin-2022,2022,Points given by the jury,north macedonia,azerbaijan,1
1494,turin-2022,2022,Points given by the jury,poland,azerbaijan,3
1495,turin-2022,2022,Points given by the jury,romania,azerbaijan,3
1496,turin-2022,2022,Points given by the jury,san marino,azerbaijan,4
1497,turin-2022,2022,Points given by the jury,serbia,azerbaijan,8
1498,turin-2022,2022,Points given by the jury,spain,azerbaijan,12
1499,turin-2022,2022,Points given by the jury,sweden,azerbaijan,5
1500,turin-2022,2022,Points given by the jury,united kingdom,azerbaijan,8
1501,turin-2022,2022,Points given by the jury,australia,north macedonia,7
1502,turin-2022,2022,Points given by the jury,czech republic,north macedonia,10
1503,turin-2022,2022,Points given by the jury,finland,north macedonia,2
1504,turin-2022,2022,Points given by the jury,germany,north macedonia,12
1505,turin-2022,2022,Points given by the jury,ireland,north macedonia,1
1506,turin-2022,2022,Points given by the jury,malta,north macedonia,5
1507,turin-2022,2022,Points given by the jury,montenegro,north macedonia,1
1508,turin-2022,2022,Points given by the jury,poland,north macedonia,5
1509,turin-2022,2022,Points given by the jury,romania,north macedonia,5
1510,turin-2022,2022,Points given by the jury,serbia,north macedonia,1
1511,turin-2022,2022,Points given by the jury,united kingdom,north macedonia,7
1512,turin-2022,2022,Points given by televoters,czech republic,north macedonia,2
1513,turin-2022,2022,Points given by televoters,montenegro,north macedonia,10
1514,turin-2022,2022,Points given by televoters,serbia,north macedonia,8
1515,turin-2022,2022,Points given by the jury,finland,cyprus,3
1516,turin-2022,2022,Points given by the jury,ireland,cyprus,4
1517,turin-2022,2022,Points given by the jury,sweden,cyprus,2
1518,turin-2022,2022,Points given by televoters,azerbaijan,cyprus,12
1519,turin-2022,2022,Points given by televoters,georgia,cyprus,1
1520,turin-2022,2022,Points given by televoters,malta,cyprus,1
1521,turin-2022,2022,Points given by televoters,montenegro,cyprus,8
1522,turin-2022,2022,Points given by televoters,north macedonia,cyprus,5
1523,turin-2022,2022,Points given by televoters,poland,cyprus,3
1524,turin-2022,2022,Points given by televoters,romania,cyprus,7
1525,turin-2022,2022,Points given by televoters,san marino,cyprus,4
1526,turin-2022,2022,Points given by televoters,serbia,cyprus,10
1527,turin-2022,2022,Points given by televoters,spain,cyprus,1
1528,turin-2022,2022,Points given by televoters,sweden,cyprus,1
1529,turin-2022,2022,Points given by televoters,united kingdom,cyprus,1
1530,turin-2022,2022,Points given by the jury,australia,israel,10
1531,turin-2022,2022,Points given by the jury,azerbaijan,israel,1
1532,turin-2022,2022,Points given by the jury,belgium,israel,7
